leg,origin_bar,entry_time,entry_price,atr_frozen,momentum_prev,momentum_prev2,vwap_prev,vwap_prev2,upper_barrier,lower_barrier,label,bars_to_label,exit_touch_time
2,102270,2022-01-28 23:30:00,37705.90000000,210.48000000,102.21918642,102.72585818,36719.96184552,36718.17390137,38505.72400000,37479.66460000,0,9,2022-01-29 01:44:00
1,102271,2022-01-28 23:30:00,37705.90000000,210.48000000,101.65493376,102.21918642,36721.48231585,36719.96184552,38505.72400000,37479.66460000,0,9,2022-01-29 01:44:00
0,102272,2022-01-28 23:30:00,37705.90000000,210.48000000,101.37478389,101.65493376,36723.07392679,36721.48231585,38505.72400000,37479.66460000,0,9,2022-01-29 01:44:00
3,102270,2022-01-28 23:45:00,37712.80000000,211.03777778,102.21918642,102.72585818,36719.96184552,36718.17390137,38514.74355556,37486.52320000,0,8,2022-01-29 01:44:00
2,102271,2022-01-28 23:45:00,37712.80000000,211.03777778,101.65493376,102.21918642,36721.48231585,36719.96184552,38514.74355556,37486.52320000,0,8,2022-01-29 01:44:00
1,102272,2022-01-28 23:45:00,37712.80000000,211.03777778,101.37478389,101.65493376,36723.07392679,36721.48231585,38514.74355556,37486.52320000,0,8,2022-01-29 01:44:00
3,102271,2022-01-29 00:00:00,37679.90000000,209.39333333,101.65493376,102.21918642,36721.48231585,36719.96184552,38475.59466667,37453.82060000,0,7,2022-01-29 01:44:00
2,102272,2022-01-29 00:00:00,37679.90000000,209.39333333,101.37478389,101.65493376,36723.07392679,36721.48231585,38475.59466667,37453.82060000,0,7,2022-01-29 01:44:00
0,102274,2022-01-29 00:00:00,37679.90000000,209.39333333,101.18407207,101.53182349,36728.31259248,36725.36346985,38475.59466667,37453.82060000,0,7,2022-01-29 01:44:00
3,102272,2022-01-29 00:15:00,37870.90000000,210.32222222,101.37478389,101.65493376,36723.07392679,36721.48231585,38670.12444444,37643.67460000,0,5,2022-01-29 01:25:00
1,102274,2022-01-29 00:15:00,37870.90000000,210.32222222,101.18407207,101.53182349,36728.31259248,36725.36346985,38670.12444444,37643.67460000,0,5,2022-01-29 01:25:00
2,102274,2022-01-29 00:30:00,37868.90000000,210.37777778,101.18407207,101.53182349,36728.31259248,36725.36346985,38668.33555556,37641.68660000,0,4,2022-01-29 01:25:00
3,102274,2022-01-29 00:45:00,37764.90000000,209.14888889,101.18407207,101.53182349,36728.31259248,36725.36346985,38559.66577778,37538.31060000,0,4,2022-01-29 01:44:00
0,102281,2022-01-29 01:45:00,37452.90000000,206.51777778,98.84134931,99.50483121,36748.14984498,36747.77379802,38237.66755556,37228.18260000,1,50,2022-01-29 14:01:00
1,102281,2022-01-29 02:00:00,37513.90000000,205.14444444,98.84134931,99.50483121,36748.14984498,36747.77379802,38293.44888889,37288.81660000,0,50,
2,102281,2022-01-29 02:15:00,37589.10000000,204.58666667,98.84134931,99.50483121,36748.14984498,36747.77379802,38366.52933333,37363.56540000,0,50,
3,102281,2022-01-29 02:30:00,37522.70000000,204.55888889,98.84134931,99.50483121,36748.14984498,36747.77379802,38300.02377778,37297.56380000,0,50,
0,102338,2022-01-29 16:00:00,37530.40000000,141.80222222,99.30857468,99.74300711,37164.04432718,37162.40315146,38069.24844444,37305.21760000,0,2,2022-01-29 16:15:00
1,102338,2022-01-29 16:15:00,37352.90000000,143.32555556,99.30857468,99.74300711,37164.04432718,37162.40315146,37897.53711111,37128.78260000,1,13,2022-01-29 19:19:00
2,102338,2022-01-29 16:30:00,37456.00000000,143.13444444,99.30857468,99.74300711,37164.04432718,37162.40315146,37999.91088889,37231.26400000,1,16,2022-01-29 20:29:00
3,102338,2022-01-29 16:45:00,37453.00000000,143.55000000,99.30857468,99.74300711,37164.04432718,37162.40315146,37998.49000000,37228.28200000,1,15,2022-01-29 20:29:00
0,102343,2022-01-29 17:15:00,37588.90000000,141.30000000,98.79112475,99.22299202,37175.26357201,37174.56870362,38125.84000000,37363.36660000,1,14,2022-01-29 20:30:00
1,102343,2022-01-29 17:30:00,37596.30000000,140.67777778,98.79112475,99.22299202,37175.26357201,37174.56870362,38130.87555556,37370.72220000,1,13,2022-01-29 20:30:00
2,102343,2022-01-29 17:45:00,37661.90000000,138.89666667,98.79112475,99.22299202,37175.26357201,37174.56870362,38189.70733333,37435.92860000,1,12,2022-01-29 20:30:00
3,102343,2022-01-29 18:00:00,37614.90000000,139.55777778,98.79112475,99.22299202,37175.26357201,37174.56870362,38145.21955556,37389.21060000,1,11,2022-01-29 20:30:00
0,102363,2022-01-29 22:15:00,38139.90000000,142.71222222,101.57390566,101.94691725,37403.63356416,37389.17106596,38682.20644444,37911.06060000,0,5,2022-01-29 23:27:00
1,102363,2022-01-29 22:30:00,38051.40000000,143.18111111,101.57390566,101.94691725,37403.63356416,37389.17106596,38595.48822222,37823.09160000,0,9,2022-01-30 00:40:00
2,102363,2022-01-29 22:45:00,38134.80000000,141.02555556,101.57390566,101.94691725,37403.63356416,37389.17106596,38670.69711111,37905.99120000,0,3,2022-01-29 23:28:00
3,102363,2022-01-29 23:00:00,38100.90000000,140.47222222,101.57390566,101.94691725,37403.63356416,37389.17106596,38634.69444444,37872.29460000,0,7,2022-01-30 00:40:00
0,102368,2022-01-29 23:30:00,37909.90000000,141.47333333,100.24775775,100.49927486,37463.91639686,37451.67976040,38447.49866667,37682.44060000,0,50,
1,102368,2022-01-29 23:45:00,38008.50000000,141.41444444,100.24775775,100.49927486,37463.91639686,37451.67976040,38545.87488889,37780.44900000,0,4,2022-01-30 00:40:00
2,102368,2022-01-30 00:00:00,38128.90000000,139.77000000,100.24775775,100.49927486,37463.91639686,37451.67976040,38660.02600000,37900.12660000,0,3,2022-01-30 00:40:00
3,102368,2022-01-30 00:15:00,38211.50000000,139.65111111,100.24775775,100.49927486,37463.91639686,37451.67976040,38742.17422222,37982.23100000,0,2,2022-01-30 00:32:00
0,102413,2022-01-30 10:45:00,38100.00000000,145.16222222,99.79883070,99.91408844,37925.96766260,37923.48834355,38651.61644444,37871.40000000,0,9,2022-01-30 12:49:00
1,102413,2022-01-30 11:00:00,38137.80000000,143.75333333,99.79883070,99.91408844,37925.96766260,37923.48834355,38684.06266667,37908.97320000,0,4,2022-01-30 11:48:00
2,102413,2022-01-30 11:15:00,38083.60000000,143.38444444,99.79883070,99.91408844,37925.96766260,37923.48834355,38628.46088889,37855.09840000,0,7,2022-01-30 12:53:00
3,102413,2022-01-30 11:30:00,38028.70000000,145.05111111,99.79883070,99.91408844,37925.96766260,37923.48834355,38579.89422222,37800.52780000,0,7,2022-01-30 13:13:00
0,102425,2022-01-30 13:45:00,37899.20000000,138.75555556,100.03114443,100.24152292,37938.25319115,37938.21573639,38426.47111111,37671.80480000,0,22,2022-01-30 19:06:00
1,102425,2022-01-30 14:00:00,37925.30000000,138.03333333,100.03114443,100.24152292,37938.25319115,37938.21573639,38449.82666667,37697.74820000,0,2,2022-01-30 14:21:00
2,102425,2022-01-30 14:15:00,37834.10000000,137.71333333,100.03114443,100.24152292,37938.25319115,37938.21573639,38357.41066667,37607.09540000,0,20,2022-01-30 19:08:00
3,102425,2022-01-30 14:30:00,37750.00000000,136.55555556,100.03114443,100.24152292,37938.25319115,37938.21573639,38268.91111111,37523.50000000,0,19,2022-01-30 19:09:00
0,102449,2022-01-30 19:45:00,37590.20000000,124.68555556,99.01564381,99.08336695,37934.99129963,37934.32006400,38064.00511111,37364.65880000,0,2,2022-01-30 20:05:00
1,102449,2022-01-30 20:00:00,37520.20000000,124.47888889,99.01564381,99.08336695,37934.99129963,37934.32006400,37993.21977778,37295.07880000,1,13,2022-01-30 23:05:00
2,102449,2022-01-30 20:15:00,37662.40000000,125.68333333,99.01564381,99.08336695,37934.99129963,37934.32006400,38139.99666667,37436.42560000,1,12,2022-01-30 23:06:00
3,102449,2022-01-30 20:30:00,37659.30000000,127.00666667,99.01564381,99.08336695,37934.99129963,37934.32006400,38141.92533333,37433.34420000,1,11,2022-01-30 23:06:00
0,102452,2022-01-30 20:30:00,37659.30000000,127.00666667,99.66732830,99.68529405,37935.38235678,37935.19813319,38141.92533333,37433.34420000,1,11,2022-01-30 23:06:00
1,102452,2022-01-30 20:45:00,37669.40000000,126.49444444,99.66732830,99.68529405,37935.38235678,37935.19813319,38150.07888889,37443.38360000,1,10,2022-01-30 23:06:00
