ticket,signal_time,leg,open_time,close_time,entry_price,exit_price,exit_reason,pl_pct,R,bars_held
2175,2018-11-02 16:30:00,2,2018-11-02 17:00:00,2018-11-02 20:45:00,6291.4000,6293.5000,Friday,0.0334,0.0556,15
2176,2018-11-02 16:30:00,3,2018-11-02 17:15:00,2018-11-02 20:45:00,6293.0000,6293.5000,Friday,0.0079,0.0132,14
2177,2018-11-04 22:00:00,0,2018-11-04 22:00:00,2018-11-05 01:30:00,6354.2000,6363.5407,Stop,0.1470,0.2450,14
2178,2018-11-04 22:00:00,1,2018-11-04 22:15:00,2018-11-05 01:45:00,6352.4000,6361.0960,Stop,0.1369,0.2282,14
2179,2018-11-04 22:00:00,2,2018-11-04 22:30:00,2018-11-05 01:45:00,6355.2000,6361.0707,Stop,0.0924,0.1540,13
2180,2018-11-04 22:00:00,3,2018-11-04 22:45:00,2018-11-05 01:45:00,6353.4000,6360.9187,Stop,0.1183,0.1972,12
2181,2018-11-05 01:45:00,0,2018-11-05 01:45:00,2018-11-05 08:15:00,6363.4000,6344.6871,Stop,-0.2941,-0.4901,26
2182,2018-11-05 01:45:00,1,2018-11-05 02:00:00,2018-11-05 08:45:00,6358.7000,6342.9562,Stop,-0.2476,-0.4127,27
2183,2018-11-05 01:45:00,2,2018-11-05 02:15:00,2018-11-05 08:45:00,6357.4000,6343.1462,Stop,-0.2242,-0.3737,26
2184,2018-11-05 01:45:00,3,2018-11-05 02:30:00,2018-11-05 08:15:00,6358.6000,6343.3236,Stop,-0.2402,-0.4004,23
2185,2018-11-05 08:30:00,0,2018-11-05 08:30:00,2018-11-05 14:45:00,6343.4000,6346.5049,Stop,0.0489,0.0816,25
2186,2018-11-05 08:30:00,1,2018-11-05 08:45:00,2018-11-05 14:45:00,6346.1000,6346.5429,Stop,0.0070,0.0116,24
2187,2018-11-05 08:30:00,2,2018-11-05 09:00:00,2018-11-05 15:00:00,6330.7000,6345.9138,Stop,0.2403,0.4005,24
2188,2018-11-05 08:30:00,3,2018-11-05 09:15:00,2018-11-05 15:00:00,6337.2000,6345.9982,Stop,0.1388,0.2314,23
2189,2018-11-05 15:30:00,0,2018-11-05 15:30:00,2018-11-05 17:30:00,6348.9000,6330.8622,Stop,-0.2841,-0.4735,8
2190,2018-11-05 15:30:00,1,2018-11-05 15:45:00,2018-11-05 17:30:00,6348.8000,6330.4833,Stop,-0.2885,-0.4808,7
2191,2018-11-05 15:30:00,2,2018-11-05 16:00:00,2018-11-05 17:30:00,6348.6000,6330.6480,Stop,-0.2828,-0.4713,6
2192,2018-11-05 15:30:00,3,2018-11-05 16:15:00,2018-11-05 17:30:00,6345.6000,6327.1818,Stop,-0.2903,-0.4838,5
2193,2018-11-05 17:45:00,0,2018-11-05 17:45:00,2018-11-06 03:00:00,6330.7000,6329.3031,Stop,-0.0221,-0.0368,37
2194,2018-11-05 17:45:00,1,2018-11-05 18:00:00,2018-11-06 03:00:00,6327.7000,6329.2102,Stop,0.0239,0.0398,36
2195,2018-11-05 17:45:00,2,2018-11-05 18:15:00,2018-11-06 03:00:00,6323.2000,6328.9527,Stop,0.0910,0.1516,35
2196,2018-11-05 17:45:00,3,2018-11-05 18:30:00,2018-11-06 03:00:00,6328.8000,6328.7669,Stop,-0.0005,-0.0009,34
2197,2018-11-06 03:15:00,0,2018-11-06 03:15:00,2018-11-06 10:15:00,6328.5000,6375.6593,Stop,0.7452,1.2420,28
2198,2018-11-06 03:15:00,1,2018-11-06 03:30:00,2018-11-06 10:15:00,6329.0000,6375.5960,Stop,0.7362,1.2271,27
2199,2018-11-06 03:15:00,2,2018-11-06 03:45:00,2018-11-06 10:15:00,6328.1000,6375.6551,Stop,0.7515,1.2525,26
2200,2018-11-06 03:15:00,3,2018-11-06 04:00:00,2018-11-06 10:15:00,6331.7000,6375.6340,Stop,0.6939,1.1565,25
2201,2018-11-06 10:30:00,0,2018-11-06 10:30:00,2018-11-06 11:45:00,6364.1000,6343.0480,Stop,-0.3308,-0.5513,5
2202,2018-11-06 10:30:00,1,2018-11-06 10:45:00,2018-11-06 11:45:00,6353.1000,6337.0229,Stop,-0.2531,-0.4218,4
2203,2018-11-06 10:30:00,2,2018-11-06 11:00:00,2018-11-06 11:45:00,6356.4000,6334.9638,Stop,-0.3372,-0.5621,3
2204,2018-11-06 10:30:00,3,2018-11-06 11:15:00,2018-11-06 19:30:00,6353.2000,6356.4820,Stop,0.0517,0.0861,33
2205,2018-11-06 14:30:00,0,2018-11-06 14:30:00,2018-11-06 19:45:00,6357.6000,6355.8993,Stop,-0.0268,-0.0446,21
2206,2018-11-06 14:30:00,1,2018-11-06 14:45:00,2018-11-06 19:45:00,6358.4000,6355.8909,Stop,-0.0395,-0.0658,20
2207,2018-11-06 14:30:00,2,2018-11-06 15:00:00,2018-11-06 19:45:00,6356.9000,6355.6418,Stop,-0.0198,-0.0330,19
2208,2018-11-06 14:30:00,3,2018-11-06 15:15:00,2018-11-06 19:45:00,6359.8000,6355.5700,Stop,-0.0665,-0.1109,18
2209,2018-11-06 20:00:00,0,2018-11-06 20:00:00,2018-11-07 00:30:00,6353.4000,6456.9704,Stop,1.6302,2.7169,18
2210,2018-11-06 20:00:00,1,2018-11-06 20:15:00,2018-11-07 00:30:00,6356.7000,6456.8860,Stop,1.5761,2.6268,17
2211,2018-11-06 20:00:00,2,2018-11-06 20:30:00,2018-11-07 00:30:00,6356.2000,6456.9156,Stop,1.5845,2.6409,16
2212,2018-11-06 20:00:00,3,2018-11-06 20:45:00,2018-11-07 00:30:00,6358.9000,6456.9620,Stop,1.5421,2.5702,15
2213,2018-11-07 00:45:00,0,2018-11-07 00:45:00,2018-11-07 03:30:00,6444.0000,6450.1958,Stop,0.0961,0.1602,11
2214,2018-11-07 00:45:00,1,2018-11-07 01:00:00,2018-11-07 03:45:00,6441.0000,6449.2922,Stop,0.1287,0.2146,11
2215,2018-11-07 00:45:00,2,2018-11-07 01:15:00,2018-11-07 03:45:00,6445.4000,6448.8573,Stop,0.0536,0.0894,10
2216,2018-11-07 00:45:00,3,2018-11-07 01:30:00,2018-11-07 03:45:00,6452.0000,6448.6124,Stop,-0.0525,-0.0875,9
2217,2018-11-07 03:45:00,0,2018-11-07 03:45:00,2018-11-07 11:15:00,6450.4000,6439.0731,Stop,-0.1756,-0.2927,30
2218,2018-11-07 03:45:00,1,2018-11-07 04:00:00,2018-11-07 11:15:00,6447.4000,6438.9042,Stop,-0.1318,-0.2196,29
2219,2018-11-07 03:45:00,2,2018-11-07 04:15:00,2018-11-07 11:15:00,6450.0000,6438.9929,Stop,-0.1707,-0.2844,28
2220,2018-11-07 03:45:00,3,2018-11-07 04:30:00,2018-11-07 11:15:00,6444.4000,6438.9633,Stop,-0.0844,-0.1406,27
2221,2018-11-07 11:30:00,0,2018-11-07 11:30:00,2018-11-07 14:30:00,6434.2000,6436.3831,Stop,0.0339,0.0565,12
2222,2018-11-07 11:30:00,1,2018-11-07 11:45:00,2018-11-07 14:30:00,6439.2000,6436.4380,Stop,-0.0429,-0.0715,11
2223,2018-11-07 11:30:00,2,2018-11-07 12:00:00,2018-11-07 14:30:00,6443.0000,6436.4929,Stop,-0.1010,-0.1683,10
2224,2018-11-07 11:30:00,3,2018-11-07 12:15:00,2018-11-07 14:30:00,6445.8000,6436.4718,Stop,-0.1447,-0.2412,9
2225,2018-11-07 14:45:00,0,2018-11-07 14:45:00,2018-11-08 02:30:00,6437.1000,6425.9367,Stop,-0.1734,-0.2890,47
2226,2018-11-07 14:45:00,1,2018-11-07 15:00:00,2018-11-08 02:30:00,6441.3000,6425.8269,Stop,-0.2402,-0.4004,46
2227,2018-11-07 14:45:00,2,2018-11-07 15:15:00,2018-11-08 02:30:00,6439.1000,6425.7087,Stop,-0.2080,-0.3466,45
2228,2018-11-07 14:45:00,3,2018-11-07 15:30:00,2018-11-08 02:30:00,6436.0000,6425.6453,Stop,-0.1609,-0.2681,44
2229,2018-11-08 06:45:00,0,2018-11-08 06:45:00,2018-11-08 15:15:00,6390.6000,6406.0027,Stop,0.2410,0.4017,34
2230,2018-11-08 06:45:00,1,2018-11-08 07:00:00,2018-11-08 15:15:00,6392.5000,6406.4249,Stop,0.2178,0.3631,33
2231,2018-11-08 06:45:00,2,2018-11-08 07:15:00,2018-11-08 15:15:00,6391.8000,6406.8936,Stop,0.2361,0.3936,32
2232,2018-11-08 06:45:00,3,2018-11-08 07:30:00,2018-11-08 15:15:00,6391.8000,6407.0413,Stop,0.2385,0.3974,31
2233,2018-11-13 09:45:00,0,2018-11-13 09:45:00,2018-11-13 14:30:00,6226.0000,6218.3442,Stop,-0.1230,-0.2049,19
2234,2018-11-13 09:45:00,1,2018-11-13 10:00:00,2018-11-13 18:45:00,6222.6000,6220.7513,Stop,-0.0297,-0.0495,35
2235,2018-11-13 09:45:00,2,2018-11-13 10:15:00,2018-11-13 18:45:00,6223.4000,6220.7513,Stop,-0.0426,-0.0709,34
2236,2018-11-13 09:45:00,3,2018-11-13 10:30:00,2018-11-13 14:30:00,6222.7000,6218.3484,Stop,-0.0699,-0.1166,16
2237,2018-11-16 07:15:00,0,2018-11-16 07:15:00,2018-11-16 07:30:00,5494.2000,5461.2348,Stop,-0.6000,-1.0000,1
2238,2018-11-16 07:15:00,1,2018-11-16 07:30:00,2018-11-16 07:45:00,5485.9000,5452.9846,Stop,-0.6000,-1.0000,1
2239,2018-11-16 07:45:00,0,2018-11-16 07:45:00,2018-11-16 09:45:00,5460.2000,5427.4388,Stop,-0.6000,-1.0000,8
2240,2018-11-16 07:15:00,2,2018-11-16 07:45:00,2018-11-16 09:45:00,5460.2000,5427.4388,Stop,-0.6000,-1.0000,8
2241,2018-11-16 07:45:00,1,2018-11-16 08:00:00,2018-11-16 09:45:00,5452.7000,5419.9838,Stop,-0.6000,-1.0000,7
2242,2018-11-16 07:15:00,3,2018-11-16 08:00:00,2018-11-16 09:45:00,5452.7000,5419.9838,Stop,-0.6000,-1.0000,7
2243,2018-11-16 07:45:00,2,2018-11-16 08:15:00,2018-11-16 09:45:00,5469.0000,5436.1860,Stop,-0.6000,-1.0000,6
2244,2018-11-16 07:45:00,3,2018-11-16 08:30:00,2018-11-16 09:45:00,5452.1000,5419.3874,Stop,-0.6000,-1.0000,5
2245,2018-11-16 18:15:00,0,2018-11-16 18:15:00,2018-11-16 19:45:00,5473.4000,5440.5596,Stop,-0.6000,-1.0000,6
2246,2018-11-16 18:15:00,1,2018-11-16 18:30:00,2018-11-16 19:45:00,5474.4000,5441.5536,Stop,-0.6000,-1.0000,5
2247,2018-11-16 18:15:00,2,2018-11-16 18:45:00,2018-11-16 19:45:00,5473.3000,5440.4602,Stop,-0.6000,-1.0000,4
2248,2018-11-16 18:15:00,3,2018-11-16 19:00:00,2018-11-16 19:45:00,5477.6000,5444.7344,Stop,-0.6000,-1.0000,3
2249,2018-11-16 20:00:00,0,2018-11-16 20:00:00,2018-11-16 20:45:00,5444.6000,5448.4000,Friday,0.0698,0.1163,3
2250,2018-11-16 20:00:00,1,2018-11-16 20:15:00,2018-11-16 20:45:00,5438.9000,5448.4000,Friday,0.1747,0.2911,2
2251,2018-11-16 20:00:00,2,2018-11-16 20:30:00,2018-11-16 20:45:00,5434.5000,5448.4000,Friday,0.2558,0.4263,1
2252,2018-11-16 20:00:00,3,2018-11-16 20:45:00,2018-11-16 20:45:00,5445.2000,5448.4000,Friday,0.0588,0.0979,0
2253,2018-11-16 21:45:00,0,2018-11-16 21:45:00,2018-11-16 21:45:00,5414.7000,5382.2118,Stop,-0.6000,-1.0000,0
2254,2018-11-18 22:00:00,0,2018-11-18 22:00:00,2018-11-19 01:00:00,5484.7000,5451.7918,Stop,-0.6000,-1.0000,12
2255,2018-11-16 21:45:00,1,2018-11-18 22:00:00,2018-11-19 01:00:00,5484.7000,5451.7918,Stop,-0.6000,-1.0000,12
2256,2018-11-18 22:00:00,1,2018-11-18 22:15:00,2018-11-19 01:00:00,5483.4000,5450.4996,Stop,-0.6000,-1.0000,11
2257,2018-11-16 21:45:00,2,2018-11-18 22:15:00,2018-11-19 01:00:00,5483.4000,5450.4996,Stop,-0.6000,-1.0000,11
2258,2018-11-18 22:00:00,2,2018-11-18 22:30:00,2018-11-19 01:00:00,5475.0000,5442.1500,Stop,-0.6000,-1.0000,10
2259,2018-11-16 21:45:00,3,2018-11-18 22:30:00,2018-11-19 01:00:00,5475.0000,5442.1500,Stop,-0.6000,-1.0000,10
2260,2018-11-18 22:00:00,3,2018-11-18 22:45:00,2018-11-19 01:00:00,5470.7000,5437.8758,Stop,-0.6000,-1.0000,9
2261,2018-11-19 01:15:00,0,2018-11-19 01:15:00,2018-11-19 02:15:00,5440.4000,5407.7576,Stop,-0.6000,-1.0000,4
2262,2018-11-19 01:15:00,1,2018-11-19 01:30:00,2018-11-19 02:15:00,5453.0000,5420.2820,Stop,-0.6000,-1.0000,3
2263,2018-11-19 01:15:00,2,2018-11-19 01:45:00,2018-11-19 02:15:00,5462.3000,5429.5262,Stop,-0.6000,-1.0000,2
2264,2018-11-19 01:15:00,3,2018-11-19 02:00:00,2018-11-19 02:15:00,5453.4000,5420.6796,Stop,-0.6000,-1.0000,1
2265,2018-11-19 02:30:00,0,2018-11-19 02:30:00,2018-11-19 05:00:00,5444.5000,5411.8330,Stop,-0.6000,-1.0000,10
2266,2018-11-19 02:30:00,1,2018-11-19 02:45:00,2018-11-19 05:00:00,5446.5000,5413.8210,Stop,-0.6000,-1.0000,9
2267,2018-11-19 02:30:00,2,2018-11-19 03:00:00,2018-11-19 05:00:00,5432.1000,5399.5074,Stop,-0.6000,-1.0000,8
2268,2018-11-19 02:30:00,3,2018-11-19 03:15:00,2018-11-19 05:00:00,5449.6000,5416.9024,Stop,-0.6000,-1.0000,7
2269,2018-11-21 21:15:00,0,2018-11-21 21:15:00,2018-11-21 21:30:00,4346.0000,4319.9240,Stop,-0.6000,-1.0000,1
2270,2018-11-21 21:15:00,1,2018-11-21 21:30:00,2018-11-21 21:30:00,4339.4000,4313.3636,Stop,-0.6000,-1.0000,0
2271,2018-11-21 21:15:00,2,2018-11-21 21:45:00,2018-11-23 00:00:00,4398.2000,4371.8108,Stop,-0.6000,-1.0000,9
2272,2018-11-21 21:15:00,3,2018-11-21 22:00:00,2018-11-23 00:00:00,4390.6000,4364.2564,Stop,-0.6000,-1.0000,8
2273,2018-11-21 23:00:00,0,2018-11-21 23:00:00,2018-11-23 00:00:00,4408.1000,4381.6514,Stop,-0.6000,-1.0000,4
2274,2018-11-21 23:00:00,1,2018-11-21 23:15:00,2018-11-23 00:00:00,4470.6000,4443.7764,Stop,-0.6000,-1.0000,3
2275,2018-11-21 23:00:00,2,2018-11-21 23:30:00,2018-11-23 00:00:00,4467.9000,4441.0926,Stop,-0.6000,-1.0000,2
2276,2018-11-21 23:00:00,3,2018-11-21 23:45:00,2018-11-23 00:00:00,4505.9000,4478.8646,Stop,-0.6000,-1.0000,1
2277,2018-11-23 08:00:00,0,2018-11-23 08:00:00,2018-11-23 16:45:00,4165.2000,4140.2088,Stop,-0.6000,-1.0000,35
2278,2018-11-23 08:00:00,1,2018-11-23 08:15:00,2018-11-23 16:45:00,4168.8000,4143.7872,Stop,-0.6000,-1.0000,34
2279,2018-11-23 08:00:00,2,2018-11-23 08:30:00,2018-11-23 16:45:00,4176.0000,4150.9440,Stop,-0.6000,-1.0000,33
2280,2018-11-23 08:00:00,3,2018-11-23 08:45:00,2018-11-23 16:45:00,4185.7000,4160.5858,Stop,-0.6000,-1.0000,32
2281,2018-11-28 02:00:00,0,2018-11-28 02:00:00,2018-11-28 21:45:00,3736.8000,4167.0142,Stop,11.5129,19.1882,79
2282,2018-11-28 02:00:00,1,2018-11-28 02:15:00,2018-11-28 21:45:00,3757.4000,4166.9847,Stop,10.9007,18.1679,78
2283,2018-11-28 02:00:00,2,2018-11-28 02:30:00,2018-11-28 02:45:00,3770.2000,3747.5788,Stop,-0.6000,-1.0000,1
2284,2018-11-28 02:00:00,3,2018-11-28 02:45:00,2018-11-28 21:45:00,3756.9000,4167.6856,Stop,10.9342,18.2236,76
2285,2018-11-28 22:00:00,0,2018-11-28 22:00:00,2018-11-28 22:00:00,4160.7000,4135.7358,Stop,-0.6000,-1.0000,0
2286,2018-11-28 22:15:00,0,2018-11-28 22:15:00,2018-11-28 22:30:00,4133.8000,4108.9972,Stop,-0.6000,-1.0000,1
2287,2018-11-28 22:00:00,1,2018-11-28 22:15:00,2018-11-28 22:30:00,4133.8000,4108.9972,Stop,-0.6000,-1.0000,1
2288,2018-11-28 22:15:00,1,2018-11-28 22:30:00,2018-11-28 22:30:00,4144.4000,4119.5336,Stop,-0.6000,-1.0000,0
2289,2018-11-28 22:00:00,2,2018-11-28 22:30:00,2018-11-28 22:30:00,4144.4000,4119.5336,Stop,-0.6000,-1.0000,0
2290,2018-11-28 22:45:00,0,2018-11-28 22:45:00,2018-11-29 01:30:00,4099.8000,4075.2012,Stop,-0.6000,-1.0000,11
2291,2018-11-28 22:15:00,2,2018-11-28 22:45:00,2018-11-29 01:30:00,4099.8000,4075.2012,Stop,-0.6000,-1.0000,11
2292,2018-11-28 22:00:00,3,2018-11-28 22:45:00,2018-11-29 01:30:00,4099.8000,4075.2012,Stop,-0.6000,-1.0000,11
2293,2018-11-28 22:45:00,1,2018-11-28 23:00:00,2018-11-29 01:15:00,4131.6000,4106.8104,Stop,-0.6000,-1.0000,9
2294,2018-11-28 22:15:00,3,2018-11-28 23:00:00,2018-11-29 01:15:00,4131.6000,4106.8104,Stop,-0.6000,-1.0000,9
2295,2018-11-28 22:45:00,2,2018-11-28 23:15:00,2018-11-29 01:15:00,4134.6000,4109.7924,Stop,-0.6000,-1.0000,8
2296,2018-11-28 22:45:00,3,2018-11-28 23:30:00,2018-11-29 01:15:00,4131.1000,4106.3134,Stop,-0.6000,-1.0000,7
2297,2018-11-29 01:45:00,0,2018-11-29 01:45:00,2018-11-29 01:45:00,4056.7000,4032.3598,Stop,-0.6000,-1.0000,0
2298,2018-11-29 02:00:00,0,2018-11-29 02:00:00,2018-11-29 04:00:00,4063.1000,4038.7214,Stop,-0.6000,-1.0000,8
2299,2018-11-29 01:45:00,1,2018-11-29 02:00:00,2018-11-29 04:00:00,4063.1000,4038.7214,Stop,-0.6000,-1.0000,8
2300,2018-11-29 02:00:00,1,2018-11-29 02:15:00,2018-11-29 04:00:00,4072.4000,4047.9656,Stop,-0.6000,-1.0000,7
2301,2018-11-29 01:45:00,2,2018-11-29 02:15:00,2018-11-29 04:00:00,4072.4000,4047.9656,Stop,-0.6000,-1.0000,7
2302,2018-11-29 02:00:00,2,2018-11-29 02:30:00,2018-11-29 12:45:00,4056.1000,4208.4073,Stop,3.7550,6.2584,41
2303,2018-11-29 01:45:00,3,2018-11-29 02:30:00,2018-11-29 12:45:00,4056.1000,4208.4073,Stop,3.7550,6.2584,41
2304,2018-11-29 02:00:00,3,2018-11-29 02:45:00,2018-11-29 04:00:00,4079.8000,4055.3212,Stop,-0.6000,-1.0000,5
2305,2018-11-29 04:15:00,0,2018-11-29 04:15:00,2018-11-29 12:45:00,4062.5000,4217.9960,Stop,3.8276,6.3793,34
2306,2018-11-29 04:15:00,1,2018-11-29 04:30:00,2018-11-29 12:45:00,4084.9000,4217.5780,Stop,3.2480,5.4134,33
2307,2018-11-29 04:15:00,2,2018-11-29 04:45:00,2018-11-29 07:45:00,4095.3000,4070.7282,Stop,-0.6000,-1.0000,12
2308,2018-11-29 04:15:00,3,2018-11-29 05:00:00,2018-11-29 12:45:00,4089.1000,4217.9327,Stop,3.1506,5.2511,31
2309,2018-11-29 13:00:00,0,2018-11-29 13:00:00,2018-11-29 13:15:00,4173.6000,4148.5584,Stop,-0.6000,-1.0000,1
2310,2018-11-29 13:00:00,1,2018-11-29 13:15:00,2018-11-29 13:15:00,4169.0000,4143.9860,Stop,-0.6000,-1.0000,0
2311,2018-11-29 13:00:00,2,2018-11-29 13:30:00,2018-11-29 15:15:00,4200.3000,4175.0982,Stop,-0.6000,-1.0000,7
2312,2018-11-29 13:00:00,3,2018-11-29 13:45:00,2018-11-29 15:15:00,4214.5000,4189.2130,Stop,-0.6000,-1.0000,6
2313,2018-11-29 14:00:00,0,2018-11-29 14:00:00,2018-11-29 15:15:00,4194.1000,4168.9354,Stop,-0.6000,-1.0000,5
2314,2018-11-29 14:00:00,1,2018-11-29 14:15:00,2018-11-29 14:45:00,4230.1000,4204.7194,Stop,-0.6000,-1.0000,2
2315,2018-11-29 14:00:00,2,2018-11-29 14:30:00,2018-11-29 14:30:00,4244.8000,4219.3312,Stop,-0.6000,-1.0000,0
2316,2018-11-29 14:00:00,3,2018-11-29 14:45:00,2018-11-29 15:15:00,4218.6000,4193.2884,Stop,-0.6000,-1.0000,2
2317,2018-11-29 16:00:00,0,2018-11-29 16:00:00,2018-11-29 18:45:00,4183.3000,4158.2002,Stop,-0.6000,-1.0000,11
2318,2018-11-29 16:00:00,1,2018-11-29 16:15:00,2018-11-29 18:45:00,4206.4000,4181.1616,Stop,-0.6000,-1.0000,10
2319,2018-11-29 16:00:00,2,2018-11-29 16:30:00,2018-11-29 18:45:00,4217.0000,4191.6980,Stop,-0.6000,-1.0000,9
2320,2018-11-29 16:00:00,3,2018-11-29 16:45:00,2018-11-29 17:45:00,4239.0000,4213.5660,Stop,-0.6000,-1.0000,4
2321,2018-11-29 19:00:00,0,2018-11-29 19:00:00,2018-11-29 19:00:00,4158.2000,4133.2508,Stop,-0.6000,-1.0000,0
2322,2018-11-29 19:15:00,0,2018-11-29 19:15:00,2018-11-29 21:00:00,4097.8000,4073.2132,Stop,-0.6000,-1.0000,7
2323,2018-11-29 19:00:00,1,2018-11-29 19:15:00,2018-11-29 21:00:00,4097.8000,4073.2132,Stop,-0.6000,-1.0000,7
2324,2018-11-29 19:15:00,1,2018-11-29 19:30:00,2018-11-29 21:00:00,4104.7000,4080.0718,Stop,-0.6000,-1.0000,6
2325,2018-11-29 19:00:00,2,2018-11-29 19:30:00,2018-11-29 21:00:00,4104.7000,4080.0718,Stop,-0.6000,-1.0000,6
2326,2018-11-29 19:15:00,2,2018-11-29 19:45:00,2018-11-29 21:00:00,4122.6000,4097.8644,Stop,-0.6000,-1.0000,5
2327,2018-11-29 19:00:00,3,2018-11-29 19:45:00,2018-11-29 21:00:00,4122.6000,4097.8644,Stop,-0.6000,-1.0000,5
2328,2018-11-29 19:15:00,3,2018-11-29 20:00:00,2018-11-29 20:00:00,4129.6000,4104.8224,Stop,-0.6000,-1.0000,0
2329,2018-11-29 21:30:00,0,2018-11-29 21:30:00,2018-11-30 07:00:00,4071.3000,4111.5429,Stop,0.9885,1.6474,38
2330,2018-11-29 21:30:00,1,2018-11-29 21:45:00,2018-11-30 07:00:00,4101.6000,4110.2002,Stop,0.2097,0.3495,37
2331,2018-11-29 21:30:00,2,2018-11-29 22:00:00,2018-11-30 07:00:00,4124.3000,4109.1531,Stop,-0.3673,-0.6121,36
2332,2018-11-29 21:30:00,3,2018-11-29 22:15:00,2018-11-30 07:00:00,4106.0000,4109.8920,Stop,0.0948,0.1580,35
2333,2018-12-04 08:15:00,0,2018-12-04 08:15:00,2018-12-04 16:00:00,3889.1000,3884.1069,Stop,-0.1284,-0.2140,31
2334,2018-12-04 08:15:00,1,2018-12-04 08:30:00,2018-12-04 16:00:00,3886.9000,3884.3771,Stop,-0.0649,-0.1082,30
2335,2018-12-04 08:15:00,2,2018-12-04 08:45:00,2018-12-04 16:00:00,3885.0000,3884.4784,Stop,-0.0134,-0.0224,29
2336,2018-12-04 08:15:00,3,2018-12-04 09:00:00,2018-12-04 16:00:00,3885.4000,3884.8247,Stop,-0.0148,-0.0247,28
2337,2018-12-04 16:15:00,0,2018-12-04 16:15:00,2018-12-04 16:15:00,3886.4000,3863.0816,Stop,-0.6000,-1.0000,0
2338,2018-12-04 16:15:00,1,2018-12-04 16:30:00,2018-12-04 17:00:00,3872.9000,3849.6626,Stop,-0.6000,-1.0000,2
2339,2018-12-04 16:15:00,2,2018-12-04 16:45:00,2018-12-04 17:00:00,3870.1000,3846.8794,Stop,-0.6000,-1.0000,1
2340,2018-12-04 16:15:00,3,2018-12-04 17:00:00,2018-12-04 17:00:00,3883.2000,3859.9008,Stop,-0.6000,-1.0000,0
2341,2018-12-05 03:15:00,0,2018-12-05 03:15:00,2018-12-05 03:45:00,3794.9000,3772.1306,Stop,-0.6000,-1.0000,2
2342,2018-12-05 03:15:00,1,2018-12-05 03:30:00,2018-12-05 04:00:00,3779.4000,3756.7236,Stop,-0.6000,-1.0000,2
2343,2018-12-05 03:15:00,2,2018-12-05 03:45:00,2018-12-05 03:45:00,3786.5000,3763.7810,Stop,-0.6000,-1.0000,0
2344,2018-12-05 03:15:00,3,2018-12-05 04:00:00,2018-12-05 04:00:00,3774.5000,3751.8530,Stop,-0.6000,-1.0000,0
2345,2018-12-05 04:15:00,0,2018-12-05 04:15:00,2018-12-05 07:30:00,3765.4000,3742.8076,Stop,-0.6000,-1.0000,13
2346,2018-12-05 04:15:00,1,2018-12-05 04:30:00,2018-12-05 07:30:00,3759.9000,3737.3406,Stop,-0.6000,-1.0000,12
2347,2018-12-05 04:15:00,2,2018-12-05 04:45:00,2018-12-05 07:30:00,3757.6000,3735.0544,Stop,-0.6000,-1.0000,11
2348,2018-12-05 04:15:00,3,2018-12-05 05:00:00,2018-12-05 07:30:00,3770.3000,3747.6782,Stop,-0.6000,-1.0000,10
2349,2018-12-05 07:45:00,0,2018-12-05 07:45:00,2018-12-05 14:30:00,3734.4000,3741.5016,Stop,0.1902,0.3169,27
2350,2018-12-05 07:45:00,1,2018-12-05 08:00:00,2018-12-05 14:30:00,3741.9000,3740.7120,Stop,-0.0317,-0.0529,26
2351,2018-12-05 07:45:00,2,2018-12-05 08:15:00,2018-12-05 14:30:00,3752.6000,3740.7458,Stop,-0.3159,-0.5265,25
2352,2018-12-05 07:45:00,3,2018-12-05 08:30:00,2018-12-05 14:30:00,3748.7000,3740.6149,Stop,-0.2157,-0.3595,24
2353,2018-12-05 15:30:00,0,2018-12-05 15:30:00,2018-12-05 16:15:00,3758.0000,3735.4520,Stop,-0.6000,-1.0000,3
2354,2018-12-05 15:30:00,1,2018-12-05 15:45:00,2018-12-05 16:15:00,3769.0000,3746.3860,Stop,-0.6000,-1.0000,2
2355,2018-12-05 15:30:00,2,2018-12-05 16:00:00,2018-12-05 16:15:00,3765.9000,3743.3046,Stop,-0.6000,-1.0000,1
2356,2018-12-05 15:30:00,3,2018-12-05 16:15:00,2018-12-05 16:15:00,3749.4000,3726.9036,Stop,-0.6000,-1.0000,0
2357,2018-12-10 11:45:00,0,2018-12-10 11:45:00,2018-12-10 12:00:00,3429.9000,3409.3206,Stop,-0.6000,-1.0000,1
2358,2018-12-10 11:45:00,1,2018-12-10 12:00:00,2018-12-10 12:00:00,3433.2000,3412.6008,Stop,-0.6000,-1.0000,0
2359,2018-12-10 12:15:00,0,2018-12-10 12:15:00,2018-12-10 14:15:00,3411.8000,3391.3292,Stop,-0.6000,-1.0000,8
2360,2018-12-10 11:45:00,2,2018-12-10 12:15:00,2018-12-10 14:15:00,3411.8000,3391.3292,Stop,-0.6000,-1.0000,8
2361,2018-12-10 12:15:00,1,2018-12-10 12:30:00,2018-12-10 14:15:00,3415.4000,3394.9076,Stop,-0.6000,-1.0000,7
2362,2018-12-10 11:45:00,3,2018-12-10 12:30:00,2018-12-10 14:15:00,3415.4000,3394.9076,Stop,-0.6000,-1.0000,7
2363,2018-12-10 12:15:00,2,2018-12-10 12:45:00,2018-12-10 14:15:00,3407.6000,3387.1544,Stop,-0.6000,-1.0000,6
