breakeven_R,atr14_pct,atr_ratio_14_90,vol20,vol200,vol_ratio_20_200,range_pct,dist_ema20_atr,dist_ema50_atr,dist_ema200_atr,ret20_atr,ret50_atr,pos_in_range50,dist_hh20_atr,mom14,mom_diff,vwap_dist_atr,vwap_slope_atr,rsi14,vol_ratio_volume,gap_open_atr,hour,dow,label,entry_time,label_end_time,origin_bar,entry_bar,entry_price,leg,entry_vs_base_R
2.52617387,0.00288201,0.72254369,0.00160188,0.00304553,0.52597916,0.00290080,-0.50092437,-1.17549259,1.42039251,-0.66678740,-1.34118073,0.28232679,-1.91669685,99.52947508,-0.25884083,-0.72132924,0.00950460,37.99628942,0.84552553,0.00000000,6,6,0,2020-11-01 06:00:00,2020-11-01 18:30:00,64280,64282,13685.90000000,2,-0.53048402
2.52839466,0.00288160,0.72180772,0.00152322,0.00304256,0.50063678,0.00226438,-0.35222388,-1.02203063,1.51642843,-1.27503169,-2.08111534,0.29862912,-1.80481622,99.74717668,0.21770161,-0.61484487,0.00517982,43.01248490,1.31536101,0.00000000,6,6,0,2020-11-01 06:15:00,2020-11-01 18:45:00,64280,64283,13690.30000000,3,-0.47707144
1.83013687,0.00301868,1.04465415,0.00215775,0.00246054,0.87694318,0.00105270,-0.47541842,-1.19968993,-0.52297714,-2.79467220,-2.24009687,0.22627396,-2.94239751,99.91381136,-0.21867096,-1.64267991,0.00212975,47.81481481,0.31420553,-0.00484345,6,0,0,2020-11-02 06:00:00,2020-11-02 08:36:00,64378,64378,13678.90000000,0,0.00000000
1.84018488,0.00305379,1.05100873,0.00220280,0.00246190,0.89475601,0.00305014,0.12038879,-0.55876150,0.08527864,-1.71087216,-2.10513740,0.34408602,-2.12186380,99.95405015,0.04023879,-1.01759409,-0.00106653,48.85662432,0.58589369,0.00238949,6,0,0,2020-11-02 06:15:00,2020-11-02 08:30:00,64378,64379,13704.40000000,1,0.31069750
1.81575965,0.00299750,1.04554427,0.00221703,0.00246253,0.90030513,0.00186641,0.37274397,-0.26836923,0.37249806,-1.34503127,-2.04551772,0.39971950,-1.87039611,100.00947874,0.05542859,-0.75302885,0.00666267,50.22960085,0.65052426,-0.00729673,6,0,0,2020-11-02 06:30:00,2020-11-02 08:27:00,64378,64380,13715.90000000,2,0.45081598
1.81200962,0.00294364,1.02889137,0.00222611,0.00246335,0.90369309,0.00252654,0.74579145,0.16555140,0.81584627,-1.27385159,-1.50388693,0.48387097,-1.45689046,100.30308120,0.29360246,-0.32746068,0.00688929,57.43994263,0.93643043,-0.00989399,6,0,0,2020-11-02 06:45:00,2020-11-02 08:26:00,64378,64381,13733.80000000,3,0.66891344
2.30334137,0.00543382,1.49409911,0.00388247,0.00243505,1.59441049,0.00290566,0.56392520,-0.40774834,-1.94123269,0.12959174,-2.46906363,0.52978454,-0.50199747,100.59953022,-0.53105541,-2.74447779,0.00127609,56.42377756,0.74539657,0.00000000,16,0,1,2020-11-02 16:00:00,2020-11-02 20:23:00,64418,64418,13490.90000000,0,0.00000000
2.31339584,0.00478256,1.30931201,0.00385724,0.00243689,1.58285011,0.00377571,0.81008046,-0.19915997,-1.92808699,0.83900929,-2.74148607,0.55965961,-0.31424149,101.89111921,1.29158899,-2.85733860,-0.00163702,75.66018424,0.90360800,0.00000000,16,0,1,2020-11-02 16:15:00,2020-11-02 20:25:00,64418,64419,13507.40000000,1,0.20384111
2.32171093,0.00430412,1.17409983,0.00379386,0.00240534,1.57726914,0.00324077,0.93679826,-0.08201619,-1.98540214,1.70530452,-3.00834971,0.57396343,-0.43492141,101.69679002,-0.19432919,-3.03316669,-0.00413320,74.33628319,0.87236559,0.00171906,16,0,0,2020-11-02 16:30:00,2020-11-03 02:56:00,64418,64420,13515.40000000,2,0.30267316
2.33097812,0.00410724,1.11594962,0.00378831,0.00240408,1.57578484,0.00266690,0.62003176,-0.36861092,-2.35702696,1.84333935,-3.86884823,0.54408836,-0.75392940,101.25112511,-0.44566491,-3.46848539,-0.01155964,69.05850091,0.68804627,0.00000000,16,0,1,2020-11-02 16:45:00,2020-11-02 20:23:00,64418,64421,13498.80000000,3,0.09759665
2.42354067,0.00405717,1.06023515,0.00342637,0.00261226,1.31165125,0.00375159,2.03809005,2.81461646,2.08049132,3.02278872,1.49066564,0.87084063,-1.06347367,101.05681684,-0.37676593,2.83943239,0.00338752,68.04644119,0.98662731,0.00180250,14,1,1,2020-11-03 14:30:00,2020-11-03 23:06:00,64508,64508,13674.30000000,0,0.00000000
2.41574148,0.00406817,1.06654974,0.00338879,0.00261251,1.29713842,0.00300952,2.09194662,2.96468269,2.33096288,2.59997435,1.52443247,0.90521016,-0.77747852,101.39690252,0.34008568,3.11291314,-0.00250255,74.68586387,0.74796143,0.00000000,14,1,1,2020-11-03 14:45:00,2020-11-03 23:06:00,64508,64509,13689.90000000,1,0.19013770
2.43088261,0.00438753,1.14306131,0.00360031,0.00262867,1.36963092,0.00741316,2.98559748,3.94326221,3.48512932,3.79787234,2.97706856,0.99379379,-0.05130024,102.08198993,0.68508741,4.23291214,0.00791336,80.83424808,0.95016831,0.00992908,15,1,0,2020-11-03 15:00:00,2020-11-03 15:53:00,64508,64510,13773.40000000,2,1.20786195
2.44922637,0.00441414,1.14141396,0.00360761,0.00263519,1.36901715,0.00430962,2.15336900,3.20367054,2.84922930,3.74201908,4.00094240,0.90449990,-0.80150783,101.90959471,-0.17239522,3.60480992,0.01828310,76.86847599,1.18381080,0.00329839,15,1,0,2020-11-03 15:15:00,2020-11-03 22:06:00,64508,64511,13736.90000000,3,0.76298848
2.67346885,0.00630129,1.49274793,0.00456208,0.00292233,1.56110834,0.01171164,-0.73805733,0.37821176,1.76234590,0.88845047,3.55034936,0.54623514,-3.16251541,100.29529206,-0.89135813,2.42389787,0.04888240,52.48774510,1.32776460,0.00000000,1,2,0,2020-11-04 01:00:00,2020-11-04 02:42:00,64550,64550,13789.70000000,0,0.00000000
2.68053061,0.00687352,1.62357068,0.00456286,0.00292072,1.56224091,0.01042218,-0.62943739,0.31492306,1.58095587,0.78188122,3.29951764,0.53039049,-2.91860115,100.21659968,-0.07869238,2.16675175,0.03664873,51.84223541,1.40430673,0.04009647,1,2,0,2020-11-04 01:15:00,2020-11-04 02:42:00,64550,64551,13791.70000000,1,0.02417263
2.66341163,0.00698867,1.66181262,0.00458310,0.00292358,1.56763123,0.00401072,-0.79439622,0.05040081,1.28694134,0.37947423,2.71350067,0.48654174,-3.13352146,100.27321210,0.05661242,1.85240433,0.02465361,52.34053177,1.00139127,0.00207931,1,2,0,2020-11-04 01:30:00,2020-11-04 07:47:00,64550,64552,13763.30000000,2,-0.31907873
2.61187299,0.00683301,1.65685998,0.00457454,0.00292295,1.56504380,0.00315194,-0.67516034,0.11281829,1.36781643,0.25189797,3.06422715,0.49521204,-3.13756453,100.50730668,0.23409458,1.93185683,0.02779066,54.44657710,0.90329490,0.00212572,1,2,0,2020-11-04 01:45:00,2020-11-04 02:43:00,64550,64553,13769.50000000,3,-0.24414358
2.63493228,0.00729376,1.75314435,0.00493176,0.00297536,1.65753502,0.00792436,-1.00985724,-0.46309942,0.70586572,-0.40879560,0.40179910,0.15621963,-3.47126437,98.78296438,-0.98178067,1.20408180,0.01936013,39.64460784,1.08801327,-0.00099950,2,2,1,2020-11-04 02:45:00,2020-11-04 03:16:00,64557,64557,13717.10000000,0,0.00000000
2.63153512,0.00668093,1.60789333,0.00492341,0.00297787,1.65333549,0.00502045,-0.73345683,-0.20647958,1.04827909,0.19821081,0.75799300,0.22084548,-3.49264877,97.88125031,-0.90171407,1.58178612,0.01989212,28.36363636,1.15747081,0.00108907,3,2,0,2020-11-04 03:00:00,2020-11-04 07:47:00,64557,64558,13743.90000000,1,0.32562762
2.64156670,0.00669266,1.60479558,0.00526148,0.00303982,1.73085335,0.01150478,0.51342365,1.04626417,2.30749636,1.76751347,1.87421093,0.51239067,-2.16304850,99.36142307,1.48017276,2.82703240,0.03161738,43.80475594,1.39574467,-0.01724403,3,2,0,2020-11-04 03:15:00,2020-11-04 05:55:00,64557,64559,13862.20000000,2,1.76300627
2.66246549,0.00668349,1.58983413,0.00519460,0.00304260,1.70728939,0.00648654,0.72254070,1.27894914,2.56591596,1.39709164,1.26567669,0.57677357,-1.87643302,99.04522183,-0.31620124,3.07414469,0.03681560,40.07118493,1.47986931,0.00000000,3,2,0,2020-11-04 03:30:00,2020-11-04 05:49:00,64557,64560,13890.30000000,3,2.10442926
2.76973997,0.00399933,0.91449245,0.00301952,0.00304256,0.99242577,0.00491656,-1.49308895,-1.21576710,0.90400040,0.21672954,-0.40067647,0.18513120,-3.96669702,99.23670192,-0.02907841,1.70013493,0.01718095,36.40576725,0.85448998,0.00000000,7,2,0,2020-11-04 07:45:00,2020-11-04 07:47:00,64577,64577,13729.10000000,0,0.00000000
2.87968461,0.00482175,1.06044727,0.00373963,0.00312590,1.19633684,0.01490044,-3.04973746,-3.01531712,-1.34865938,-2.34401570,-2.33791149,0.11823759,-5.44342708,97.93891699,-1.29778492,-0.68950942,-0.00561406,20.56401811,1.91291788,0.00152605,8,2,1,2020-11-04 08:00:00,2020-11-04 12:30:00,64577,64578,13590.30000000,1,-1.68498542
2.88700679,0.00489379,1.07348240,0.00307082,0.00312405,0.98296337,0.00512323,-2.51872392,-2.64213308,-1.09856128,-3.89164253,-2.03819333,0.14519427,-5.13979187,98.16438297,0.22546597,-0.45512462,-0.00572287,23.67549669,1.12320238,0.01652183,8,2,1,2020-11-04 08:15:00,2020-11-04 13:21:00,64577,64579,13605.80000000,2,-1.49682062
2.89580994,0.00503748,1.10174681,0.00323043,0.00313846,1.02930576,0.00591365,-1.43404439,-1.63753327,-0.20915671,-3.29804898,-0.71481943,0.25413646,-4.12038190,98.38134806,0.21696509,0.41203700,-0.00089301,28.08112324,0.87572195,-0.00290577,8,2,1,2020-11-04 08:30:00,2020-11-04 15:25:00,64577,64580,13663.10000000,3,-0.80121785
2.90534696,0.00500323,1.09064890,0.00323950,0.00313995,1.03170304,0.00458315,-1.65896239,-1.95891274,-0.59198114,-3.58793970,-1.12709380,0.20505670,-4.54355109,98.06274854,-0.31859952,0.02628473,0.00244104,24.14587332,1.31292347,0.00000000,8,2,1,2020-11-04 08:45:00,2020-11-04 13:33:00,64581,64581,13636.90000000,0,0.00000000
2.90102726,0.00494570,1.07973747,0.00322490,0.00313968,1.02714395,0.00244902,-1.50219495,-1.88672424,-0.57524206,-3.76871757,-1.31208302,0.20728760,-4.14677539,98.35499272,0.29224418,0.04296207,0.00141701,26.34308235,0.93489160,-0.00444774,9,2,1,2020-11-04 09:00:00,2020-11-04 13:35:00,64581,64582,13637.80000000,1,0.01099957
2.89815818,0.00506924,1.10779500,0.00316924,0.00314119,1.00892886,0.00424703,-1.08243083,-1.50941248,-0.29031491,-2.57263723,-1.28559637,0.24168061,-3.77300867,98.68769060,0.33269788,0.30613686,0.00295217,30.78713500,0.67358569,-0.00288898,9,2,1,2020-11-04 09:15:00,2020-11-04 15:22:00,64581,64583,13656.40000000,2,0.23832396
2.88260944,0.00490462,1.07758665,0.00309407,0.00314254,0.98457705,0.00407996,-0.74097019,-1.21023688,-0.00144771,-2.97561495,-0.62016825,0.27886224,-3.59578320,99.18701545,0.49932486,0.61023991,0.00386704,37.35048522,0.88006197,0.00000000,9,2,1,2020-11-04 09:30:00,2020-11-04 15:27:00,64581,64584,13676.60000000,3,0.48520314
3.19757681,0.00631500,1.25083494,0.00363219,0.00303908,1.19516253,0.00717917,0.70372975,1.81490087,3.33918119,2.58188856,2.12805419,0.68535014,-2.59204903,101.81613617,-0.56105560,3.27755838,0.05736243,69.37732342,1.37009205,-0.00564471,18,2,0,2020-11-04 18:15:00,2020-11-04 20:21:00,64619,64619,14026.20000000,0,0.00000000
3.19807139,0.00620030,1.22788307,0.00365466,0.00304734,1.19929559,0.00463259,1.13878047,2.29296801,3.89465377,2.74224441,3.27167062,0.75044539,-2.08676434,101.70615908,-0.10997709,3.82483220,0.04641291,68.69358670,1.16885108,0.00000000,18,2,0,2020-11-04 18:30:00,2020-11-04 20:19:00,64619,64620,14074.20000000,1,0.57036118
3.20146871,0.00621934,1.23034572,0.00365136,0.00304608,1.19870714,0.00411715,1.16252102,2.33899911,3.98965877,2.63998043,3.18098810,0.76853501,-1.92776781,101.66416489,-0.04199420,3.90733745,0.05287574,68.41853035,1.12525502,0.00000000,18,2,0,2020-11-04 18:45:00,2020-11-04 20:19:00,64619,64621,14087.40000000,2,0.72721051
3.20695467,0.00606398,1.19753397,0.00360425,0.00304579,1.18335430,0.00275437,1.07139143,2.29709021,4.04324715,2.99690610,3.44761268,0.76757572,-1.98545029,101.41539658,-0.24876831,3.95014861,0.04929961,66.56555443,0.95659827,0.00351200,19,2,0,2020-11-04 19:00:00,2020-11-04 20:19:00,64619,64622,14087.00000000,3,0.72245750
3.30738931,0.00600379,1.14952948,0.00355846,0.00306515,1.16094402,0.00935908,-0.37771604,0.80586205,2.81300654,1.27326817,4.84198895,0.62592005,-3.08440289,99.83951040,-0.87269443,2.65899272,0.05223168,48.10318665,1.40248201,0.02022949,20,2,1,2020-11-04 20:30:00,2020-11-05 02:21:00,64628,64628,13998.80000000,0,0.00000000
3.28587054,0.00520179,1.00258701,0.00357062,0.00306451,1.16515093,0.00291614,-0.04268070,1.26451849,3.59196155,1.94086548,5.76639906,0.64812557,-3.16487174,99.31877408,-0.52073632,3.38863323,0.06202757,40.73931459,0.90240065,0.00548267,20,2,1,2020-11-04 20:45:00,2020-11-05 02:21:00,64628,64629,14025.80000000,1,0.32145612
3.28802817,0.00485581,0.93529662,0.00356500,0.00306405,1.16349309,0.00522934,0.10203075,1.45273487,3.96354987,1.94843848,5.47118005,0.66458397,-3.22930203,98.80055749,-0.51821659,3.72352679,0.06220994,30.86253369,1.23549917,0.00440159,21,2,1,2020-11-04 21:00:00,2020-11-05 03:32:00,64628,64630,14036.50000000,2,0.44884800
3.27601339,0.00463033,0.89515616,0.00346364,0.00305687,1.13306560,0.00290770,0.03417500,1.39765769,4.04794868,1.09432718,6.07651715,0.65772630,-3.45690413,99.01980156,0.21924407,3.77519037,0.06164919,33.21247281,0.87908667,0.00000000,21,2,1,2020-11-04 21:15:00,2020-11-05 03:31:00,64628,64631,14031.70000000,3,0.39170024
3.35145143,0.00837991,1.58357640,0.00438132,0.00329011,1.33166073,0.00937140,0.29948015,2.20229398,6.44895482,1.32388457,5.89081014,0.74535783,-2.08980101,101.14770090,-0.58713111,5.79965555,0.07284520,61.01782485,1.08772854,0.00000000,18,3,0,2020-11-05 18:00:00,2020-11-05 18:15:00,64714,64714,15035.10000000,0,0.00000000
3.41210337,0.00873431,1.62120738,0.00445958,0.00331006,1.34727917,0.00904790,-0.22543496,1.52286144,5.62201064,0.30143724,5.17339745,0.67721335,-2.55227062,100.60234484,-0.54535606,4.98453141,0.06810121,55.37299112,1.08087242,0.00000000,18,3,0,2020-11-05 18:15:00,2020-11-05 18:44:00,64714,64715,14964.80000000,1,-0.77928758
3.44533741,0.00894060,1.64349081,0.00451433,0.00331897,1.36016038,0.00589178,-0.50985443,1.10457996,5.11508948,-0.11395523,4.57920103,0.62831945,-2.84363286,100.11474970,-0.48759514,4.48964766,0.05217200,51.00269731,0.92127672,0.00000000,18,3,1,2020-11-05 18:30:00,2020-11-05 21:49:00,64716,64716,14919.10000000,0,0.00000000
3.44533741,0.00894060,1.64349081,0.00451433,0.00331897,1.36016038,0.00589178,-0.50985443,1.10457996,5.11508948,-0.11395523,4.57920103,0.62831945,-2.84363286,100.11474970,-0.48759514,4.48964766,0.05217200,51.00269731,0.92127672,0.00000000,18,3,1,2020-11-05 18:30:00,2020-11-05 21:49:00,64714,64716,14919.10000000,2,-1.28587993
3.45946590,0.00895668,1.63973345,0.00453932,0.00332745,1.36420299,0.00561012,-0.82293105,0.67998264,4.67832796,-0.19001127,4.12692452,0.57628613,-3.24746526,99.56933216,-0.54541753,4.04931075,0.04948654,46.33618234,0.81963315,-0.00075103,18,3,1,2020-11-05 18:45:00,2020-11-05 21:26:00,64716,64717,14865.90000000,1,-0.59431646
3.45946590,0.00895668,1.63973345,0.00453932,0.00332745,1.36420299,0.00561012,-0.82293105,0.67998264,4.67832796,-0.19001127,4.12692452,0.57628613,-3.24746526,99.56933216,-0.54541753,4.04931075,0.04948654,46.33618234,0.81963315,-0.00075103,18,3,1,2020-11-05 18:45:00,2020-11-05 21:26:00,64714,64717,14865.90000000,3,-1.87561107
3.43044252,0.00913988,1.68741836,0.00454297,0.00334332,1.35882184,0.00710805,-0.23039094,1.16329162,5.05851889,0.86776860,4.55413746,0.64958354,-2.61868396,100.16223536,0.59290320,4.44701233,0.04902291,51.28915406,0.75777515,0.00000000,19,3,1,2020-11-05 19:00:00,2020-11-05 21:53:00,64716,64718,14940.80000000,2,0.24241856
3.44595529,0.00922799,1.69606130,0.00458662,0.00335036,1.36899333,0.00673639,0.13692340,1.46700947,5.31799137,1.04439855,4.78327310,0.68895230,-2.20588539,100.24470802,0.08247266,4.72129463,0.04659290,51.92429022,0.71752136,-0.00289107,19,3,1,2020-11-05 19:15:00,2020-11-05 22:21:00,64716,64719,14992.80000000,3,0.82332938
3.85309247,0.00883128,1.45165435,0.00472800,0.00363332,1.30128767,0.01458501,1.33113021,3.21270519,7.93413423,3.95970639,6.58930710,0.81566740,-1.53490551,103.08460946,-0.40448049,7.05176925,0.13749999,74.68408198,1.96342964,-0.00437295,0,4,1,2020-11-06 00:15:00,2020-11-06 00:43:00,64739,64739,15535.90000000,0,0.00000000
3.89564585,0.00944877,1.53611147,0.00510441,0.00369609,1.38103012,0.01359947,2.14986793,3.95434416,8.39647124,4.88386196,6.71328873,0.96446389,-0.27357174,104.19942283,1.11481336,7.58960817,0.07547512,78.51865201,0.98320659,0.00134764,0,4,0,2020-11-06 00:30:00,2020-11-06 02:34:00,64739,64740,15706.70000000,1,1.83231526
3.92560320,0.01024584,1.65300327,0.00558416,0.00378383,1.47579425,0.01616990,2.87940024,4.63646686,8.78259019,5.22422861,7.69950912,0.99496578,-0.03927069,105.15525938,0.95583655,8.03017915,0.10592222,81.02817126,1.36964981,0.00000000,0,4,0,2020-11-06 00:45:00,2020-11-06 01:01:00,64739,64741,15906.10000000,2,3.97144678
3.92065267,0.01032081,1.66718947,0.00570945,0.00379223,1.50556674,0.00763667,2.32658009,4.15165615,8.36560617,4.47073714,6.71252128,0.92910998,-0.52852093,104.26318108,-0.89207830,7.59334551,0.10711133,76.53027823,1.40944122,0.00061101,1,4,0,2020-11-06 01:00:00,2020-11-06 01:01:00,64739,64742,15857.80000000,3,3.45329205
4.27258270,0.01125653,1.66861992,0.00652331,0.00376115,1.73439341,0.01221979,0.48731079,2.21061429,6.46018774,2.91765561,4.92605151,0.79881088,-1.30031485,99.88309147,-1.29602789,5.61962372,0.10488754,49.21848454,1.83662884,-0.00226043,2,4,0,2020-11-06 02:45:00,2020-11-06 02:53:00,64749,64749,15720.00000000,0,0.00000000
4.33027329,0.01124295,1.64435057,0.00667974,0.00371700,1.79707973,0.00918446,0.06086257,1.73023722,6.01534285,2.37170585,4.44268486,0.73375885,-1.73102692,99.89847975,0.01538828,5.14268561,0.08753155,49.32323146,1.57577861,0.00056848,3,4,0,2020-11-06 03:00:00,2020-11-06 03:10:00,64749,64750,15646.10000000,1,-0.78350297
4.41661276,0.01115415,1.59948281,0.00690590,0.00375063,1.84126314,0.01100711,-0.47378071,1.12411654,5.46252010,1.67430172,3.86017962,0.64501180,-2.34160007,99.90809060,0.00961085,4.54546152,0.08661060,49.39050379,1.64171435,0.00000000,3,4,0,2020-11-06 03:15:00,2020-11-06 03:18:00,64749,64751,15544.50000000,2,-1.86068702
4.46450293,0.01129416,1.60218680,0.00668923,0.00375021,1.78369576,0.01059681,-0.19036899,1.30966030,5.57927026,1.16089249,3.90523327,0.68444522,-2.04973631,99.99935855,0.09126795,4.65740804,0.07486510,49.99578876,1.49561930,0.00000000,3,4,0,2020-11-06 03:30:00,2020-11-06 03:51:00,64749,64752,15589.60000000,3,-1.38252757
4.57961198,0.01060503,1.46661347,0.00704550,0.00385979,1.82535927,0.01319925,-1.05465453,0.37094321,4.93199740,-0.68921573,3.15340636,0.54725890,-3.16379348,98.25677267,-2.32508296,3.87328327,0.10554865,38.54968217,1.70558797,0.00000000,4,4,0,2020-11-06 04:00:00,2020-11-06 09:19:00,64754,64754,15432.70000000,0,0.00000000
4.58454603,0.00982388,1.35712308,0.00656524,0.00387430,1.69455851,0.00652441,-0.46866359,0.97200660,5.84696179,-1.39318161,3.73503793,0.62909854,-2.78111829,97.61223681,-0.64453586,4.68628996,0.08342717,32.57158590,1.25900554,0.00000000,4,4,0,2020-11-06 04:15:00,2020-11-06 09:09:00,64754,64755,15526.30000000,1,1.01084062
4.58466624,0.00954910,1.31910319,0.00649210,0.00384923,1.68659583,0.00400451,-0.39823651,1.00054033,5.99436729,-0.87242957,2.99080183,0.63451954,-2.81820371,97.94926124,0.33702443,4.79027471,0.07074314,34.47584495,0.88046107,0.00202263,4,4,0,2020-11-06 04:30:00,2020-11-06 04:42:00,64754,64756,15532.80000000,2,1.08103788
4.62679207,0.00923991,1.26479542,0.00636944,0.00384098,1.65828317,0.00771954,-0.70444383,0.64552327,5.79202771,-0.54951311,1.61008739,0.58879077,-3.28799001,97.18615806,-0.76310318,4.50038907,0.10126159,28.22157434,1.05288520,0.00000000,4,4,0,2020-11-06 04:45:00,2020-11-06 09:18:00,64754,64757,15480.20000000,3,0.51298001
4.90815229,0.00608644,0.78535050,0.00436223,0.00398528,1.09458655,0.01116633,-2.97924387,-2.09105803,5.30151230,-2.34531382,2.57920147,0.27452991,-5.12728945,97.95504554,-0.71832026,3.31753962,0.06637556,28.02749141,1.02911647,0.00536440,9,4,0,2020-11-06 09:30:00,2020-11-06 20:18:00,64776,64776,15314.40000000,0,0.00000000
4.90317046,0.00632673,0.81721156,0.00464127,0.00399619,1.16142492,0.00946045,-1.57161999,-0.85374874,6.11188543,-0.59546120,3.03162518,0.37995776,-3.78901903,98.45066646,0.49562092,4.22176418,0.05631595,34.91609695,0.90711837,0.00000000,9,4,0,2020-11-06 09:45:00,2020-11-06 20:18:00,64776,64777,15422.10000000,1,1.17209946
4.90210447,0.00643167,0.83096940,0.00452035,0.00392491,1.15170754,0.00466055,-1.54813483,-0.96481582,5.79672666,-1.42704729,1.98414072,0.31539912,-3.89460784,98.26444700,-0.18621947,3.94022295,0.05352695,33.15170279,0.59703846,-0.00403691,10,4,0,2020-11-06 10:00:00,2020-11-06 20:18:00,64776,64778,15405.50000000,2,0.99144161
4.90447551,0.00687811,0.88811578,0.00507370,0.00398171,1.27425218,0.01138043,0.02114877,0.54127549,6.75481460,0.45872539,3.34187521,0.48794625,-2.14881548,98.90492624,0.64047925,5.01160206,0.09248689,40.50479445,0.72510867,0.01307975,10,4,0,2020-11-06 10:15:00,2020-11-06 11:19:00,64776,64779,15563.20000000,3,2.70769124
4.77904997,0.00457202,0.60589653,0.00278932,0.00413242,0.67498295,0.01277548,-2.46248129,-2.82954962,3.26714558,-2.87726111,-6.52570261,0.17512916,-3.92314768,98.63790634,-0.63646422,-0.86101615,0.07572898,29.40487805,1.19144446,0.00000000,20,4,1,2020-11-06 20:30:00,2020-11-07 01:36:00,64820,64820,15287.10000000,0,0.00000000
4.77078306,0.00493605,0.65527310,0.00382703,0.00420147,0.91087940,0.01119183,-0.01790377,-0.34207079,5.17667741,-0.07732634,-3.21756225,0.48634473,-1.35779817,99.36425697,0.72635063,1.37113110,0.07606578,42.08420042,0.84113377,0.00000000,20,4,0,2020-11-06 20:45:00,2020-11-07 09:15:00,64820,64821,15457.70000000,1,1.85995600
4.68199531,0.00505765,0.68414418,0.00375018,0.00420210,0.89245314,0.00569661,0.27537773,-0.01104251,5.31240919,0.94499681,-2.65237617,0.56797992,-1.00118581,99.84780576,0.48354879,1.58216798,0.07562846,48.03267756,1.42270007,0.00127702,21,4,0,2020-11-06 21:00:00,2020-11-07 09:30:00,64820,64822,15483.00000000,2,2.13578769
4.66440054,0.00508958,0.69106487,0.00364817,0.00420472,0.86763547,0.00477347,0.70959035,0.48077791,5.71920816,0.53412892,-0.07467679,0.64600232,-0.48096917,100.19233872,0.34453296,1.99446372,0.08503249,52.37563776,0.79355066,0.00000000,21,4,0,2020-11-06 21:15:00,2020-11-07 07:52:00,64820,64823,15523.30000000,3,2.57515596
4.56101984,0.00547612,0.76040235,0.00373588,0.00421476,0.88637936,0.00590530,0.37167942,0.26056424,5.07178059,0.25311134,0.65455769,0.62321360,-1.26791120,99.99613205,-0.62574081,1.57330122,0.08303797,49.95432400,1.06581232,0.00000000,21,4,0,2020-11-06 21:45:00,2020-11-07 08:06:00,64825,64825,15511.50000000,0,0.00000000
4.50807777,0.00544228,0.76494285,0.00374228,0.00421404,0.88805107,0.00313603,0.52747280,0.45283457,5.25412632,0.36680189,2.54749831,0.65739668,-1.06490872,100.02963039,0.03349834,1.73077815,0.05993332,50.34743202,0.74536004,-0.08755916,22,4,0,2020-11-06 22:00:00,2020-11-07 07:52:00,64825,64826,15521.80000000,1,0.11067058
4.44340297,0.00538809,0.76798263,0.00365641,0.00421156,0.86818423,0.00343113,0.22178566,0.16297342,4.97672874,-0.61645007,0.99350205,0.61085361,-1.36576607,100.23466591,0.20503552,1.40568768,0.05674110,52.87958115,0.80575852,0.00000000,22,4,0,2020-11-06 22:15:00,2020-11-07 08:07:00,64825,64827,15505.10000000,2,-0.06876618
4.40040503,0.00533572,0.76797441,0.00358638,0.00419210,0.85550929,0.00240448,0.28560784,0.24626002,5.06403607,0.07490507,1.29030031,0.62553109,-1.28667587,100.33893262,0.10426671,1.43412270,0.07648510,54.16269463,0.74356724,-0.00604073,22,4,0,2020-11-06 22:30:00,2020-11-07 08:06:00,64825,64828,15512.20000000,3,0.00752130
4.30766937,0.00511788,0.75245451,0.00358362,0.00419078,0.85512028,0.00189384,0.39789218,0.38314426,5.36405716,0.38388924,-0.47577093,0.64735419,-1.19823789,100.17164169,-0.16729093,1.53982340,0.09648100,52.20344599,0.59985648,0.00000000,22,4,0,2020-11-06 22:45:00,2020-11-07 07:52:00,64829,64829,15524.00000000,0,0.00000000
4.23189249,0.00533260,0.79806787,0.00366703,0.00419833,0.87345082,0.00542105,1.03419446,1.08468756,5.83126352,1.41960987,-0.66890092,0.76979529,-0.38257283,100.63528956,0.46364787,2.14013859,0.09441118,57.47039174,1.16140894,-0.00120306,23,4,0,2020-11-06 23:00:00,2020-11-07 04:32:00,64829,64830,15587.30000000,1,0.67959289
4.14130702,0.00546507,0.83578212,0.00364938,0.00419949,0.86900626,0.00489716,1.27030940,1.39620074,6.01422203,1.27911647,-0.00702811,0.83526458,-0.49782463,101.03418837,0.39889881,2.40757292,0.07324977,62.02436457,1.17628392,-0.00117135,23,4,0,2020-11-06 23:15:00,2020-11-06 23:51:00,64829,64831,15621.20000000,2,1.04354548
4.10720357,0.00540644,0.83366523,0.00365578,0.00419958,0.87051108,0.00248563,1.03829281,1.22494033,5.88733790,1.00837918,0.17892510,0.81286211,-0.64104951,101.09516470,0.06097633,2.21940757,0.07862981,62.89461644,0.97233755,0.00236987,23,4,0,2020-11-06 23:30:00,2020-11-07 03:38:00,64829,64832,15609.90000000,3,0.92222795
3.98330752,0.00435652,0.69255701,0.00359074,0.00419331,0.85630268,0.00542713,1.22291197,1.59403429,7.31615605,1.87743966,1.75110178,0.84279645,-0.56705142,101.08360235,-0.81145950,2.69035908,0.08814816,70.28336159,1.16411999,0.03819517,0,5,0,2020-11-07 00:15:00,2020-11-07 02:41:00,64835,64835,15627.80000000,0,0.00000000
